adho mukha svanasana / downward dog
handstand
shavasana
lotus position
bakasana
balasana / child's pose
kapotasana
sirsasana
chaturanga dandasan / plank
bhujangasa
tadasana
vriksasana / tree
uttanasana
vajrasana
navasana
dhanurasana
trikonasana
sarvangasa
ustrasana
malasana
halasana
chakrasana
bhekasana
paschimottanasana
baddha konasana
gomukhasana
virasana
ardha chandrasana
sukhasana
utkatasana
garudasana
marjariasana
viparita karani
utthita parsvakonasana
mayurasana
virabhadrasana
setu bandha sarvangasana
matsyasana
janusirsasana
salabhasana
pincha mayurasana
matsyendrasana
dandasana
hanumanasana
siddhasana
natarajasana
kaundinyasana
supta baddha konasana
simhasana
makarasana
