le (det.) the; (pron.) him, her, it, them
de (det.) some, any; (prep.) of, from
un (det.) a, an; (adj., pron.) one
à (prep.) to, at, in
être (verb) to be; (noun [m.]) being
et (conj.) and
en (prep.) in, by; (adv., pron.)
avoir (verb) to have; (noun [m.]) assets
que (adv., pron., conj.) that, which, who, whom
pour (prep.) for, in order to
dans (prep.) in, into, from
ce (det., pron.) this, that
il (pron.) he, it
qui (pron.) who, whom
ne (adv.) not
sur (prep.) on, upon; (adj.) sour
se (pron.) oneself, himself, herself, itself, themselves
pas (adv.) not; (noun [m.]) footstep
plus (adv.) more, no more
pouvoir (verb) to be able to, can; (noun [m.]) power
par (prep.) by
je (pron.) I
avec (prep.) with
tout (adj., adv., pron., det.) all, very
faire (verb) to do, make
son (det.) his, her its; (noun [m.]) sound; bran
mettre (verb) to put, place
autre (det., pron.) other
on (pron.) one, we
mais (conj., adv.) but
nous (pron.) we, us
comme (conj., adv.) like, as
ou (conj.) or
si (conj.) if, whether; (adv.) so
leur (det., pron.) their, theirs, them
y (adv.) there; (pron.) it
dire (verb) to say; (noun [m.]) saying
elle (pron.) she, her
devoir (verb) to have to, owe; (noun [m.]) duty
avant (prep., adv.) before; (noun [m.]) front
deux (det., noun [m.]) two
même (adj., pron.) same; (adv.) even
prendre (verb) to take
aussi (adv.) to, also; (conj.) as
celui (pron.) that, the one, he, him
donner (verb) to give
bien (adv.) well; (noun [m.]) good
où (adv., pron.) where
fois (noun [f.]) time(s)
vous (pron.) you
encore (adv.) again, yet
nouveau (adj.) new; (noun [m.]) new (thing)
aller (verb) to go
cela (pron.) that, it
entre (prep.) between
premier (det., adj.) first
vouloir (verb) to want; (noun [m.]) will, desire
déjà (adv.) already
grand (adj., adv.) great, big, tall
mon (det.) my
me (pron.) me, to me, myself
moins (adv.) less; (prep., noun [m.]) minus
aucun (det., adj., pron.) none, either, neither, not any
lui (pron.) him, her
temps (noun [m.]) time
très (adv.) very
savoir (verb) to know; (noun [m.]) learning, knowledge
falloir (verb) to take, require, need
voir (verb) to see
quelque (det., adj., adv.) some
sans (prep.) without
raison (noun [f.]) reason
notre (det.) our
dont (pron.) whose, of which
non (adv.) no, not
an (noun [m.]) year
monde (noun [m.]) world, people
jour (noun [m.]) day
monsieur (noun [m.]) mister, sir, gentleman
demander (verb) to ask for
alors (adv.) then, so
après (adv., prep.) after
trouver (verb) to find
personne (noun [f.]) person; (pron.) anyone, nobody
rendre (verb) to render, return, yield, give up
part (noun [f.]) share
dernier (adj). last
venir (verb) to come
pendant (adj.) during; (prep.) for; (noun [m.]) pendant
passer (verb) to pass
peu (adv.) little
lequel (pron.) who, whom, which
suite (noun [f.]) result, follow-up, rest
bon (adj., adv.) good; (noun [m.]) coupon, voucher
comprendre (verb) to understand
depuis (prep., adv.) since
point (adv.) at all; (noun [m.]) point
ainsi (adv.) thus
heure (noun [f.]) hour
rester (verb) to stay
