Gaston
Hades
Stepmother
Jafar
Maleficent
Cruella de Vil
Captain Hook
Ursula
Scar
Shan Yu
Queen of Hearts
Claude Frollo
Pete
Horned King
Big Bad Wolf
Kaa
Shere Khan
Madame Medusa
Edgar Balthazar
Yzma
Mangiafuoco
Professor Ratigan
Percival C McLeach
Dr. Facilier
Sid
Amos Slade
Jim Hopper
Evil Queen
Syndrome
Governor Ratcliffe
Gothel
Oogie Boogie
Queen
Bill Sikes
Aunt Sarah
Lots-o'-Huggin' Bear
Foxy Loxy
Sir Hiss
DOR-15
Hans
Captain Gantu
Chernabog
Prince John
Si and Am
Clayton
Male
