Babinet's principle
background radiation
ballistics
Balmer series
barometer
baryon
battery
beam
bending
bending moment
Bernoulli equation
Bernoulli's principle
Bessel function
beta decay
beta particle
Big Bang
binding energy
binomial random variable
biocatalysis
biophysics
black body
black-body radiation
block and tackle
Bohr model
boiling point
boiling point elevation
Boltzmann constant
Bose–Einstein condensate (BEC)
boson
Boyle's law
Bra–ket notation
Bragg's law
bremsstrahlung
Brewster's angle
british thermal unit (btu)
brittleness
Brownian motion
Bulk modulus
buoyancy
