murder
homicide
manslaughter
rape
assault with a deadly weapon
voluntary manslaughter
involuntary manslaughter
aggravated battery
gross manslaughter while intoxicated
negligent manslaughter while intoxicated
sexual battery
kidnapping
false imprisonment
hate crimes
torture
mayhem
aggravated mayhem
child pornography
fraud
internet crimes
drug possession
drug distribution
three strikes cases
gang cases
burglary
robbery
carjacking
grand theft
auto theft
domestic violence
dui
obstructing justice
perjury
criminal threats
