temperature
tensile modulus
tensile strength
tesla (T)
test particle
theoretical physics
theory of everything
theory of relativity
thermal conduction
thermal equilibrium
thermal radiation
thermionic emission
thermodynamic equilibrium
thermodynamic free energy
thermodynamics
thermometer
An instrument used to measure temperature.
third law of thermodynamics
threshold frequency
torque
total internal reflection
toughness
trajectory
transducer
transmission medium
transverse wave
trigonometry
trimean
triple point
truncated mean
