labia,lip
labor,toil
labrum,lip
lac,milk
lacrima,tear
lapis,stone
latex,liquid
latus,broad
laus,praise
laxus,loose
lenis,gentle
lens,lentil
leo,lion
lepus,hare
levis,light
lex,law
liber,book
libra,balance
lignum,wood
limbus,edge
linea,line
lingua,tongue
lira,furrow
littera,letter
locus,place
longus,long
lubricus,slippery
lucrum,gain
lumen,light
luna,Moon
lupus,wolf
lutra,otter
lutum,mud
lux,light

