anteater
armadillo
sloth
andean bear
amur leopard
cheetah
bat-eared fox
amur tiger
dwarf mongoose
fennec fox
grizzly bear
jaguar
lion
malayan sun bear
kinkajou
polar bear
painted dog
north american river otter
puma
red panda
slender-tailed meerkat
spotted hyena
snow leopard
addax
babirusa
bactrian camel
central chinese goral
black rhinoceros
banteng
cotswold sheep
domestic goat
dwarf zebu
gerenuk
grevy's zebra
hippopotamus
red river hog
okapi
lesser kudu
somali wild ass
soemmerring's gazelle
sichuan takin
ranscaspian urial
speke's gazelle
visayan warty pig
reticulated giraffe
allen's swamp monkey
guereza colobus monkey
black and white ruffed lemur
black lemur
black-handed spider monkey
chimpanzee
coquerel's sifaka
cotton-top tamarin
francois langur
goeldi's monkey
golden lion tamarin
mongoose lemur
ring-tailed lemur
spectacled langur
sumatran orangutan
wester lowland gorilla
white-faced saki
matschie's tree kangaroo
opossum
red kangaroo
tammar wallaby
tasmanian devils
black-tailed prairie dog
capybara
degu
guinea pig
kangaroo rat
long-tailed chinchilla
mexican hairy porcupine
naked mole rat
prevost's squirrel
springhaas
st. vincent's agouti
woodchuck
california sea lion
harbor seal
egg-laying mammals
hedgehogs
rabbits
elephants

