hadron
half-life
Hamilton's principle
Hamiltonian mechanics
harmonic mean
heat
heat transfer
Helmholtz free energy
Henderson–Hasselbalch equation
Henry's law
hertz
Higgs boson
homeokinetics
horsepower
Huygens–Fresnel principle
hydrostatics
