radix,root
ramus,branch
regalis,royal
repandus,curved or upwards
repens,creeping or unexpected
reptans,creeping
reticulata,reticulated
rhino-,nose
rhiza,root
rhynchos,beak or snout
rhytis,wrinkled or folded
rigidus,rigid
rossicus,from Russia
rostr-,beak
rostralis,with a beak
ruber,red
ruder-,rubbish
rudis,rough or rude
rufus,red or reddis
